Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
164.952738,90.985783,197.430987,42.856468,41.865753,33.035017,-0.685820,-0.008085,-0.796514,0.363837,0.200688,0.435475,4.000000,0.000000,45.000000,255.000000,249.000000,255.000000,169.049767,91.953344,193.321928,183.772013,107.409591,206.724057,-13.271798,-13.938064,-12.497895,-129.449480,-311.440969,-47.793403,82.210548,90.637296,55.849780,43.250875,55.461980,33.482844,135.125000,87.375000,176.812500,65.772216,60.520529,61.300712,0.486751,0.692653,0.346699,-20.522655,-23.118438,-9.404001,22.340254,24.825739,11.030297,0.866506,0.866506,0.866506,-17.896528,-26.821604,-9.109405,0.902124,0.772327,0.955895,0.782480,41217.000000,1678.000000,305949861.140000,1.451281,41217.000000,0.008939,41217.000000,210813672.340000,0.475290,2.026570,1.564850,2.226581,0.757236,0.673953,1.393931,0.862534,0.719978,2.066302,41212.000000,41212.000000,6.075370,0.258442,24.331050,233.000000,0.000000,1415.561161,3.421498,33.375093,396.317308,1458.006729,1.632045,0.349886,0.565681,0.258960,86.590870,42.495339,0.066302,534.741195,16.351293,9.429312,0.000131,164.866414,42.858804,0.924361,27.000000,71.000000,8208.000000,16744.000000,0.199141,0.406240,0.394619
115.720385,44.759683,167.693526,41.349037,38.916211,33.053438,0.092537,1.004521,-0.057460,0.352619,0.136390,0.510990,0.000000,0.000000,51.000000,255.000000,225.000000,255.000000,140.562172,67.574431,179.315236,177.248696,104.078261,211.815652,-33.177546,-32.956919,-30.254569,-421.347403,-1072.886539,-179.410902,94.077810,92.041585,67.598090,48.251924,53.777607,35.416226,181.562500,133.312500,219.437500,60.782367,67.534916,34.759834,0.334774,0.506591,0.158404,-70.732153,-67.763289,-41.661356,70.732153,67.763289,41.661356,1.000000,1.000000,1.000000,-67.128882,-73.047703,-38.846867,0.632873,0.379940,0.811916,0.762871,3537.000000,766.000000,133537862.300000,1.655973,3537.000000,0.000000,3537.000000,80640121.585000,0.701555,3.088710,3.044532,1.521023,0.237772,0.230997,1.965271,0.610041,1.734274,3.219966,3512.000000,3512.000000,6.640345,0.110898,16.492423,95.000000,0.000000,630.832756,3.422474,32.185006,321.545455,175.178539,1.589975,0.387168,0.678013,0.244806,20.234721,43.278742,0.049157,733.572505,20.065614,9.217295,0.000126,117.177827,42.758923,0.894084,3.000000,8.000000,1231.000000,2306.000000,0.348035,0.651965,0.000000
192.298826,112.632439,211.294635,27.111919,27.669243,23.579740,-0.573301,0.383634,-0.268659,0.372509,0.218184,0.409307,94.000000,27.000000,119.000000,255.000000,223.000000,255.000000,190.920635,107.582011,209.714286,179.803069,95.063939,199.340153,9.159836,10.096311,8.778689,122.704622,212.212961,68.753959,70.502007,83.150960,50.692401,45.475495,49.072478,32.084559,181.437500,97.375000,202.437500,17.542693,12.030560,13.219156,0.096687,0.123549,0.065300,16.447431,13.971986,10.090779,25.926248,23.212975,11.057090,0.618852,0.618852,0.618852,9.449560,-5.174947,4.754243,1.051680,0.956073,1.023018,0.801244,2386.000000,488.000000,150110199.210000,3.938778,2386.000000,0.000000,2386.000000,38110858.859000,0.925620,2.000000,2.397665,1.379172,0.607712,0.614104,1.455921,0.787262,0.841817,2.497610,2357.000000,2357.000000,6.607982,0.165599,26.019224,64.000000,0.000000,422.910840,5.035450,20.494828,596.500000,787.778681,1.245693,0.309509,0.758918,0.240355,88.772900,10.150158,0.070683,357.929257,14.032098,8.488993,0.000277,191.746467,27.132055,0.869995,0.000000,3.000000,0.000000,428.000000,0.000000,0.179380,0.820620
140.136120,60.546530,182.676341,40.346448,40.686327,31.894028,-0.243098,0.395718,-0.089181,0.365548,0.157937,0.476515,22.000000,0.000000,77.000000,255.000000,240.000000,255.000000,151.745098,77.638146,184.901961,178.080986,106.052817,208.322183,-24.632597,-26.034530,-22.196133,-259.435252,-742.457382,-126.716477,87.944677,88.891655,62.479453,43.249113,49.461528,33.204829,168.937500,80.250000,200.125000,13.731664,11.371565,12.454291,0.081283,0.141702,0.062233,-46.219138,-52.769338,-27.002435,46.219138,52.769338,27.002435,1.000000,1.000000,1.000000,-42.713146,-57.260857,-23.864052,0.766402,0.513945,0.884458,0.775280,6340.000000,724.000000,175000000.000000,2.692308,6340.000000,0.000000,6340.000000,65000000.000000,0.746758,2.011111,1.794164,1.851286,0.658991,0.517937,1.380711,0.808845,0.862773,2.273181,6354.000000,6354.000000,6.379358,0.208520,31.256999,97.000000,0.000000,618.797765,5.046107,29.724527,333.684211,216.427951,1.640574,0.366428,0.609951,0.214796,93.903933,32.503575,0.052363,553.141179,17.763885,9.291339,0.000119,140.646026,40.773912,0.913040,7.000000,12.000000,2336.000000,4004.000000,0.368454,0.631546,0.000000
162.169569,82.907229,194.298487,37.190898,39.232336,28.390879,-0.528323,0.150893,-0.399048,0.369091,0.188693,0.442215,26.000000,0.000000,66.000000,255.000000,238.000000,255.000000,173.265714,99.599048,200.139048,189.082464,117.409479,214.853081,-15.034712,-16.370753,-14.200886,-126.963906,-351.341325,-65.858388,68.295871,75.643455,49.486388,36.271446,43.881774,28.060376,211.062500,115.562500,210.875000,7.586738,5.926305,9.803539,0.035945,0.051282,0.046490,-29.999854,-43.440056,-20.812230,30.708092,43.440056,21.318976,0.928360,1.000000,0.928360,-20.679697,-34.900157,-12.241905,0.886903,0.703752,0.940729,0.785261,16654.000000,1354.000000,290563400.520000,2.145835,16654.000000,0.000000,16654.000000,135408068.610000,0.751124,2.426523,2.362473,1.395227,0.100877,0.004607,2.088304,0.522791,2.083698,2.623007,16662.500000,16662.500000,5.964135,0.156401,27.166155,194.000000,0.000000,1157.042228,4.207841,23.130017,370.088889,683.996323,1.594701,0.346031,0.656583,0.201326,96.568822,47.411470,0.071755,384.107306,14.182623,9.140834,0.000164,162.328003,37.274429,0.928316,15.000000,26.000000,4339.000000,5883.000000,0.260538,0.353248,0.386214
159.967980,85.074120,194.980307,41.917190,43.031779,33.134088,-0.373667,0.283505,-0.469496,0.363545,0.193340,0.443114,3.000000,0.000000,56.000000,255.000000,246.000000,255.000000,168.242784,88.797114,196.365025,175.923469,96.085884,202.977891,-6.357048,-6.101064,-5.620346,-115.162656,-141.815889,-22.727345,77.937895,76.744403,52.452272,43.423735,49.201493,32.739537,122.250000,57.437500,169.812500,19.992186,20.829573,19.339787,0.163535,0.362648,0.113889,-21.298434,-22.960044,-9.592787,37.134373,38.585058,19.064697,0.718085,0.718085,0.718085,-22.881287,-32.733266,-11.560085,0.874863,0.722146,0.944030,0.780239,12898.000000,1504.000000,360551845.150000,4.648868,12898.000000,0.000000,12898.000000,77556911.921000,0.937121,2.523490,2.168033,1.294592,0.552799,0.340059,1.621017,0.774608,1.280958,3.310752,12871.000000,12871.000000,6.669866,0.097602,27.658633,193.000000,0.000000,1287.284153,4.404062,28.410049,299.953488,398.811196,1.651990,0.277706,0.577362,0.239895,95.107099,43.359675,0.051283,710.709074,19.605778,9.502891,0.000104,160.031449,41.894244,0.893047,10.000000,29.000000,3005.000000,6385.000000,0.232982,0.495038,0.271980
151.769645,77.035630,191.396448,46.147749,49.810490,34.068122,-0.201044,0.283931,-0.258837,0.361183,0.183330,0.455487,10.000000,0.000000,73.000000,255.000000,250.000000,255.000000,153.619565,85.383152,193.502717,176.380032,111.067633,213.541063,-19.919255,-20.444720,-16.942857,-223.719197,-525.798654,-85.769551,88.837413,95.748130,60.115811,42.582989,52.281952,32.879754,110.000000,35.812500,168.937500,23.078670,21.613707,26.836237,0.209806,0.603524,0.158853,-33.441046,-37.493617,-16.400810,45.221540,47.655805,25.582435,0.854658,0.854658,0.854658,-31.079621,-40.771757,-15.143944,0.830026,0.653912,0.926678,0.775582,9290.000000,928.000000,196193017.830000,1.893174,9290.000000,0.132543,9290.000000,103631785.500000,0.716481,2.274510,2.188572,1.805481,0.516900,0.418798,1.578542,0.717305,1.159743,2.407022,9291.500000,9291.500000,6.513988,0.178956,123.000000,124.000000,0.000000,807.734527,11.114492,30.092425,331.785714,311.159853,1.710546,0.248763,0.585050,0.206175,65.546004,39.700720,0.058637,519.629289,16.755435,9.423518,0.000109,152.065513,46.266053,0.937349,8.000000,17.000000,2365.000000,3990.000000,0.254575,0.429494,0.315931
150.046080,84.718584,186.242882,47.984189,53.508826,40.511898,-0.281188,0.598387,-0.475944,0.356398,0.201228,0.442374,0.000000,0.000000,24.000000,255.000000,249.000000,255.000000,167.666078,114.905477,195.833922,190.637555,141.003493,214.869869,-21.763298,-23.973404,-18.480053,-339.930937,-829.357136,-181.180937,99.220277,133.218236,71.299701,47.243302,76.671355,34.058011,162.562500,100.312500,201.187500,38.716871,43.130208,36.476394,0.238166,0.429958,0.181305,-54.006321,-79.091701,-36.715131,56.737238,82.920983,38.015541,0.832447,0.825133,0.892287,-32.803186,-33.088803,-20.297511,0.820600,0.719128,0.901726,0.773911,21072.000000,1504.000000,329590375.770000,2.456201,21072.000000,0.000000,21072.000000,134187047.520000,0.853760,2.342679,2.098840,1.635724,0.564256,0.393654,1.725443,0.775254,1.331788,2.590210,21048.500000,21048.500000,6.172724,0.163580,19.235384,206.000000,0.000000,1271.581145,3.467536,38.351830,253.879518,182.766518,1.550496,0.315933,0.683159,0.195266,161.853885,36.572470,0.048456,925.358573,22.016114,9.769753,0.000089,150.083500,48.132974,0.894591,18.000000,56.000000,4882.000000,12863.000000,0.231682,0.610431,0.157887
143.364282,71.994187,184.674633,41.643501,45.221667,34.489154,-0.097426,0.606380,-0.181793,0.358381,0.179971,0.461648,16.000000,0.000000,44.000000,255.000000,247.000000,255.000000,144.626802,69.211196,182.311281,171.082064,95.677665,206.972927,-24.215924,-24.258599,-23.145860,-168.850567,-283.339212,-70.399527,77.569583,74.635175,56.352558,42.726902,45.803485,32.967430,80.500000,6.875000,129.250000,19.921722,9.905018,13.672509,0.247475,1.440730,0.105783,-32.335613,-32.333015,-19.585783,32.335613,32.333015,19.585783,1.000000,1.000000,1.000000,-39.484984,-45.813199,-21.865760,0.784057,0.611118,0.894133,0.772231,12386.000000,1570.000000,369806021.750000,4.385645,12386.000000,0.000000,12386.000000,84321916.615000,0.964464,2.725694,2.517581,0.990194,0.131762,0.105694,1.860279,0.565382,1.754585,3.526746,12363.500000,12363.500000,5.939958,0.089344,27.018512,222.000000,0.000000,1318.670771,3.595592,33.087100,258.041667,144.694788,1.631322,0.336302,0.618384,0.224656,98.307067,37.352255,0.052253,728.952768,19.663232,9.517238,0.000101,144.090010,41.715592,0.889131,17.000000,29.000000,5278.000000,6327.000000,0.426126,0.510819,0.063055
147.080623,79.277758,187.803720,43.580898,48.288401,35.816060,-0.083683,0.681540,-0.267294,0.355128,0.191417,0.453455,10.000000,0.000000,44.000000,255.000000,255.000000,255.000000,156.693002,94.922122,190.162528,178.723094,117.670404,210.858744,-20.576531,-21.084184,-19.674320,-130.611400,-272.930036,-66.355961,78.960831,84.944456,60.804104,44.015287,50.186322,34.418860,181.750000,100.875000,206.312500,15.534236,18.827755,13.682648,0.085470,0.186644,0.066320,-35.900024,-45.293431,-23.678159,40.528516,49.679558,27.988326,0.876701,0.876701,0.800170,-35.768643,-38.529628,-18.736673,0.804382,0.672944,0.909283,0.770794,19895.000000,1176.000000,291063652.920000,2.341790,19895.000000,0.000000,19895.000000,124291124.350000,0.754675,1.902913,1.818378,1.918379,0.757326,0.638302,1.470063,0.841819,0.831760,2.084373,19871.500000,19871.500000,5.945177,0.256379,24.351591,166.000000,0.000000,986.899362,3.769663,32.823169,310.859375,200.297425,1.642910,0.343590,0.623299,0.235829,76.618761,40.470811,0.049807,764.950644,20.509346,9.634166,0.000094,147.171273,43.539571,0.893443,17.000000,42.000000,6728.000000,11176.000000,0.338175,0.561749,0.100075
148.568015,78.258393,188.866602,41.335088,44.079735,34.474057,-0.308248,0.563874,-0.346727,0.357398,0.188260,0.454342,6.000000,0.000000,44.000000,255.000000,249.000000,255.000000,148.005536,75.421453,184.931488,169.366713,97.542127,204.765884,-19.603267,-20.053214,-18.441517,-116.596097,-197.856300,-46.669397,75.825493,76.532427,56.565412,42.558863,46.990982,33.475258,154.062500,67.250000,186.250000,18.057093,17.325920,17.412280,0.117206,0.257634,0.093489,-32.626753,-37.196517,-21.289876,34.470969,39.496894,22.820181,0.827713,0.827713,0.827713,-34.281251,-39.548993,-17.673790,0.812516,0.664291,0.914429,0.772611,25825.000000,1898.000000,343729876.900000,2.126175,25825.000000,0.000000,25825.000000,161665844.630000,0.791453,2.742775,2.151767,1.577759,0.328170,0.154045,1.720567,0.673821,1.566522,2.952678,25839.000000,25839.000000,6.019415,0.125702,20.880613,267.000000,0.000000,1607.183929,3.444344,33.471667,293.465909,238.515101,1.615193,0.347404,0.615662,0.211796,95.737953,41.442369,0.050903,699.186181,19.507081,9.581601,0.000102,148.852779,41.384783,0.892122,21.000000,60.000000,7804.000000,14851.000000,0.302188,0.575063,0.122749
131.881596,57.361831,178.181070,41.600993,43.330233,35.275638,0.148844,1.028996,-0.005503,0.358935,0.156119,0.484946,13.000000,0.000000,44.000000,255.000000,247.000000,255.000000,145.051339,73.271577,178.742560,180.761799,111.098083,210.972714,-32.711845,-34.071185,-30.172551,-457.398704,-1044.487118,-174.455654,97.670427,94.519397,61.966460,37.056438,47.053372,29.185183,143.500000,59.875000,192.125000,14.861864,18.821115,15.226929,0.103567,0.314340,0.079255,-55.771180,-66.177841,-31.474562,55.771180,66.177841,31.474562,1.000000,1.000000,1.000000,-50.967670,-60.445555,-28.359322,0.721259,0.486912,0.862694,0.769465,16165.000000,1756.000000,395307396.910000,4.300849,16165.000000,0.000000,16165.000000,91913803.721000,0.944522,2.693252,2.247708,1.283178,0.578719,0.323275,1.613231,0.771365,1.289956,3.452842,16119.500000,16119.500000,6.365033,0.091309,30.066593,234.000000,0.000000,1489.417609,4.281815,31.514778,384.880952,262.570644,1.628972,0.356991,0.635794,0.263137,94.445224,43.162896,0.048330,786.101410,20.586879,9.597964,0.000093,132.691412,42.071394,0.882008,10.000000,31.000000,3732.000000,12232.000000,0.230869,0.756697,0.012434
143.766598,79.720702,184.877709,48.141792,53.662041,40.975111,-0.228231,0.638443,-0.480781,0.352054,0.195219,0.452727,0.000000,0.000000,21.000000,255.000000,255.000000,255.000000,163.716772,107.623418,190.931962,199.664547,146.421304,221.965024,-33.578624,-35.960688,-29.441032,-408.324349,-1054.557396,-199.292827,110.803561,143.398481,78.068449,49.955915,74.440466,35.821312,159.812500,70.125000,193.500000,30.471747,31.549317,30.892960,0.190672,0.449901,0.159654,-56.238368,-75.523136,-36.186472,59.582100,79.281556,39.106485,0.900491,0.900491,0.900491,-39.082668,-38.086684,-21.662683,0.786257,0.676704,0.895116,0.768175,10197.000000,820.000000,157880891.470000,1.506751,10197.000000,0.007317,10197.000000,104782330.440000,0.365970,1.980676,1.622352,2.253759,0.755614,0.567342,1.341349,0.864060,0.774007,2.030101,10192.500000,10192.500000,7.249044,0.270066,28.000000,95.000000,0.000000,688.659135,4.724179,35.135716,261.461538,131.053688,1.655430,0.308711,0.575700,0.229862,97.757413,46.368329,0.043617,1055.256062,23.902414,9.727176,0.000082,144.151110,48.402092,0.880218,10.000000,27.000000,2657.000000,6582.000000,0.260567,0.645484,0.093949
123.850390,53.409142,172.914158,41.650183,42.693641,35.754389,0.207148,0.874950,0.078326,0.353683,0.152522,0.493795,7.000000,0.000000,48.000000,255.000000,228.000000,255.000000,143.173856,70.258824,179.149020,179.373057,107.555699,211.290155,-33.364476,-34.118070,-30.388090,-420.792078,-1035.464980,-187.994344,90.014732,92.173652,67.703803,40.623158,50.606187,33.454720,149.062500,80.500000,200.750000,44.680069,43.357525,42.850758,0.299741,0.538603,0.213453,-50.159896,-48.778893,-27.233222,50.159896,48.778893,27.233222,1.000000,1.000000,1.000000,-58.998876,-64.398245,-33.626234,0.677336,0.453360,0.837193,0.764907,4485.000000,974.000000,213000000.000000,3.328125,4485.000000,0.000000,4485.000000,64000000.000000,0.798684,3.043750,3.039465,1.488902,0.327982,0.228030,2.014201,0.664619,1.786171,3.635949,4477.500000,4477.500000,6.916272,0.080337,37.054015,121.000000,0.000000,836.868871,5.722752,25.500820,249.166667,166.912569,1.552474,0.425700,0.625589,0.268452,84.761419,31.987715,0.041449,915.500757,22.888255,9.424226,0.000101,125.545095,43.074702,0.867924,6.000000,12.000000,2292.000000,2193.000000,0.511037,0.488963,0.000000
162.133457,93.073076,194.045828,43.830761,49.680380,36.461099,-0.238649,0.760893,-0.403933,0.360896,0.207173,0.431931,14.000000,0.000000,57.000000,255.000000,253.000000,255.000000,159.724756,95.275244,192.405537,172.100000,107.562500,201.558333,-9.383471,-10.791736,-9.451240,-79.872753,-226.450944,-44.604714,79.419214,94.906344,64.756248,45.802146,56.350307,37.260413,161.375000,74.500000,204.187500,18.747917,17.864070,17.773642,0.116176,0.239786,0.087046,-3.878409,-4.733116,-3.717214,24.633526,29.096365,16.187746,0.728926,0.466116,0.466116,-20.715809,-24.734310,-12.494565,0.886706,0.790044,0.939505,0.780658,6459.000000,744.000000,155000000.000000,2.313433,6459.000000,0.186828,6459.000000,67000000.000000,0.682752,2.113636,1.607834,1.942940,0.674872,0.701993,1.620199,0.872631,0.918206,2.314357,6490.500000,6490.500000,8.685980,0.187159,139.000000,76.000000,0.000000,660.134502,16.303817,32.855558,201.843750,159.915820,1.550956,0.287618,0.645466,0.209898,92.551389,34.450698,0.055783,834.034106,20.927265,9.366012,0.000152,161.782025,43.592664,0.883490,5.000000,24.000000,1163.000000,3763.000000,0.180059,0.582598,0.237343
196.702243,119.881379,210.341036,34.178959,40.756769,28.700887,-1.690455,0.183096,-1.097534,0.373302,0.227511,0.399186,0.000000,0.000000,44.000000,255.000000,253.000000,255.000000,195.276267,127.395550,211.100124,191.548387,123.194813,207.526882,3.077656,2.732730,3.006193,74.562077,42.609403,22.295023,70.596715,91.397909,53.685043,46.812925,58.101357,34.627252,215.437500,106.375000,217.062500,9.158116,11.905225,8.954529,0.042509,0.111918,0.041253,11.677253,2.568331,2.970679,25.771707,32.817819,14.726848,0.542163,0.542163,0.627918,13.852977,2.073992,3.800643,1.075762,1.017605,1.018401,0.808205,13286.000000,2144.000000,559399866.280000,4.147574,13286.000000,0.020989,13286.000000,134874003.690000,0.970563,3.671233,5.678797,0.852113,0.110793,0.238330,3.238537,0.522085,3.000207,4.650158,13320.000000,13320.000000,5.719291,0.051244,44.000000,316.000000,0.000000,1807.295968,3.686762,29.369813,1898.000000,4067.700333,1.148231,0.376477,0.888278,0.108574,109.822684,19.230978,0.068691,444.707686,15.020586,8.881057,0.000223,196.336863,34.315707,0.900653,1.000000,4.000000,261.000000,725.000000,0.019645,0.054569,0.925787
191.510263,119.425546,213.485031,31.850586,39.277212,27.720559,-0.968040,-0.003467,-0.832547,0.365184,0.227728,0.407087,14.000000,0.000000,73.000000,255.000000,246.000000,255.000000,184.166456,107.957125,212.757881,161.703890,84.175659,191.248432,20.853516,21.875000,20.371094,114.013496,206.101855,69.621239,66.088016,74.675431,50.131192,44.304039,46.693156,32.915585,215.000000,164.187500,228.000000,30.850446,44.710484,27.565830,0.143490,0.272314,0.120903,31.614527,33.813588,19.778318,33.439832,34.158630,19.825463,0.175781,0.327148,0.151367,8.660997,1.618159,6.944638,1.047367,1.013736,1.033624,0.794396,7649.000000,1024.000000,223838021.340000,2.562594,7649.000000,0.000000,7649.000000,87348234.917000,0.868804,2.612245,2.556132,1.577994,0.561511,0.576977,1.736501,0.738019,1.159524,2.927101,7621.500000,7621.500000,6.132749,0.124525,25.079872,143.000000,0.000000,876.983136,4.252325,24.708597,1529.800000,2721.547383,1.468042,0.324758,0.679328,0.310616,122.550856,29.255998,0.062646,479.880943,15.878552,8.913745,0.000203,190.467615,32.489175,0.879026,2.000000,2.000000,400.000000,278.000000,0.052294,0.036345,0.911361
164.099013,87.632840,192.116631,44.471262,49.096967,36.742899,-0.322409,0.316911,-0.293045,0.369719,0.197439,0.432843,31.000000,0.000000,66.000000,255.000000,225.000000,255.000000,162.553931,87.957952,188.239488,168.704072,95.308597,194.672398,-5.569065,-6.571223,-5.641727,-0.150610,-80.455589,-29.589429,74.717835,86.273731,58.226170,46.047245,54.456584,35.299833,74.250000,13.250000,142.750000,30.181741,24.623414,25.108514,0.406488,1.858371,0.175892,-4.547403,-14.076092,-8.684417,27.466812,33.182271,19.404647,0.606475,0.720863,0.720863,-18.750253,-30.174546,-14.423761,0.897455,0.743865,0.930165,0.788641,5676.000000,1390.000000,412932974.790000,8.417527,5676.000000,0.000000,5676.000000,49056327.919000,0.986513,2.836735,3.568882,0.696888,0.000000,0.008294,2.111743,0.478017,2.103449,4.612471,5714.000000,5714.000000,6.853467,0.049916,60.207973,175.000000,0.000000,1199.356687,6.730548,27.851658,315.333333,236.939749,1.279521,0.325927,0.847339,0.136240,97.156198,19.272354,0.053712,663.180374,18.922583,9.344534,0.000119,164.458083,44.263942,0.911461,3.000000,12.000000,971.000000,2459.000000,0.171071,0.433228,0.395701
194.275605,136.419452,219.182077,29.375200,37.932233,24.649775,-0.345738,0.307392,-0.618859,0.353307,0.248091,0.398602,55.000000,9.000000,81.000000,255.000000,255.000000,255.000000,189.303215,128.716741,216.763304,157.176307,94.425473,186.952725,29.656652,30.933906,28.016738,108.685003,141.784011,76.955114,90.118341,136.282512,66.016154,55.131608,74.904926,41.197569,200.062500,133.562500,226.750000,36.651175,38.765269,24.055924,0.183199,0.290241,0.106090,44.826640,55.133818,32.316589,46.448297,58.046485,33.419839,0.030043,0.030043,0.030043,11.426338,18.612066,12.641685,1.062490,1.157987,1.061207,0.783177,11248.000000,2338.000000,449209785.200000,2.806075,11248.000000,0.003422,11248.000000,160084751.050000,0.898086,4.830579,6.393282,0.937448,0.000000,0.018223,2.656248,0.361682,2.638025,5.511209,11239.000000,11239.000000,6.160123,0.035895,29.274562,322.000000,0.000000,1983.559587,4.081349,29.910754,703.000000,1258.822317,1.413095,0.237626,0.749552,0.161976,81.440765,40.224022,0.065649,524.160226,16.253760,8.948758,0.000216,192.456539,30.642967,0.849054,0.000000,11.000000,0.000000,1508.000000,0.000000,0.134068,0.865932
200.196617,124.177194,212.951875,30.189570,39.390802,25.751978,-1.348637,0.033136,-0.786345,0.372580,0.231102,0.396318,11.000000,0.000000,57.000000,255.000000,253.000000,255.000000,187.250427,113.024317,208.088311,172.748455,99.077229,195.878199,12.375674,11.830526,11.126348,143.154350,183.957872,60.854968,71.145070,91.372402,54.018979,46.786006,54.931766,34.893961,195.500000,165.312500,225.062500,23.245967,30.250452,20.277662,0.118905,0.182990,0.090098,27.388429,23.871214,13.320268,27.388429,32.817240,14.657991,0.000000,0.125000,0.125000,17.347351,6.369807,6.411483,1.094872,1.054070,1.031042,0.809386,63377.000000,3064.000000,787628253.550000,4.360168,63377.000000,0.031332,63377.000000,180641711.590000,0.943642,2.367852,2.244955,1.288607,0.599476,0.535770,1.663298,0.795983,1.127528,3.042727,63301.500000,63301.500000,6.200986,0.117832,96.000000,419.000000,0.000000,2598.213256,5.680596,29.801848,2185.413793,10699.396192,1.475956,0.278651,0.706758,0.191860,106.643926,32.143013,0.076209,330.773536,13.124355,8.809665,0.000249,199.890086,30.360336,0.905855,7.000000,20.000000,1705.000000,2607.000000,0.026903,0.041135,0.931963
